# FSD50K Dev Needed Files
# Format: fname.wav,echo_class

166076.wav,gunshot
145609.wav,gunshot
205011.wav,gunshot
65752.wav,gunshot
432366.wav,gunshot
387336.wav,gunshot
387337.wav,gunshot
221451.wav,gunshot
51470.wav,gunshot
221455.wav,gunshot
221457.wav,gunshot
198952.wav,gunshot
166192.wav,gunshot
219455.wav,gunshot
219457.wav,gunshot
184651.wav,gunshot
231765.wav,gunshot
397657.wav,gunshot
371041.wav,gunshot
49512.wav,gunshot
49513.wav,gunshot
96630.wav,gunshot
96635.wav,gunshot
96636.wav,gunshot
387477.wav,gunshot
346537.wav,gunshot
364976.wav,gunshot
98748.wav,gunshot
147901.wav,gunshot
221640.wav,gunshot
25037.wav,gunshot
25038.wav,gunshot
162258.wav,gunshot
315858.wav,gunshot
371158.wav,gunshot
162262.wav,gunshot
162263.wav,gunshot
369124.wav,gunshot
369126.wav,gunshot
348663.wav,gunshot
348664.wav,gunshot
348665.wav,gunshot
348666.wav,gunshot
348670.wav,gunshot
348671.wav,gunshot
182790.wav,gunshot
348685.wav,gunshot
395789.wav,gunshot
408099.wav,gunshot
51749.wav,gunshot
238159.wav,gunshot
381526.wav,gunshot
402010.wav,gunshot
402012.wav,gunshot
162397.wav,gunshot
162398.wav,gunshot
115295.wav,gunshot
162403.wav,gunshot
160355.wav,gunshot
150139.wav,gunshot
162431.wav,gunshot
381569.wav,gunshot
162434.wav,gunshot
162436.wav,gunshot
320135.wav,gunshot
320136.wav,gunshot
410260.wav,gunshot
410261.wav,gunshot
410262.wav,gunshot
162455.wav,gunshot
238241.wav,gunshot
397986.wav,gunshot
238243.wav,gunshot
238242.wav,gunshot
238244.wav,gunshot
238245.wav,gunshot
238247.wav,gunshot
238246.wav,gunshot
332479.wav,gunshot
148166.wav,gunshot
197322.wav,gunshot
217805.wav,gunshot
266977.wav,gunshot
180961.wav,gunshot
371440.wav,gunshot
369395.wav,gunshot
346904.wav,gunshot
346905.wav,gunshot
215842.wav,gunshot
215843.wav,gunshot
215845.wav,gunshot
215846.wav,gunshot
164646.wav,gunshot
215847.wav,gunshot
254772.wav,gunshot
164666.wav,gunshot
164667.wav,gunshot
353093.wav,gunshot
260939.wav,gunshot
160590.wav,gunshot
90966.wav,gunshot
64346.wav,gunshot
371548.wav,gunshot
127846.wav,gunshot
369525.wav,gunshot
371575.wav,gunshot
369530.wav,gunshot
146323.wav,gunshot
7062.wav,gunshot
273303.wav,gunshot
201667.wav,gunshot
388054.wav,gunshot
35799.wav,gunshot
35800.wav,gunshot
191449.wav,gunshot
220130.wav,gunshot
324585.wav,gunshot
46063.wav,gunshot
396271.wav,gunshot
201713.wav,gunshot
396274.wav,gunshot
396276.wav,gunshot
160772.wav,gunshot
160773.wav,gunshot
362487.wav,gunshot
396316.wav,gunshot
349217.wav,gunshot
392226.wav,gunshot
392229.wav,gunshot
89147.wav,gunshot
164937.wav,gunshot
267341.wav,gunshot
404561.wav,gunshot
404562.wav,gunshot
238675.wav,gunshot
238676.wav,gunshot
238677.wav,gunshot
414827.wav,gunshot
369781.wav,gunshot
369782.wav,gunshot
234615.wav,gunshot
234616.wav,gunshot
234617.wav,gunshot
234618.wav,gunshot
234619.wav,gunshot
251004.wav,gunshot
187534.wav,gunshot
369818.wav,gunshot
388273.wav,gunshot
46263.wav,gunshot
103626.wav,gunshot
156904.wav,gunshot
204009.wav,gunshot
204010.wav,gunshot
255216.wav,gunshot
216312.wav,gunshot
216315.wav,gunshot
216317.wav,gunshot
216318.wav,gunshot
216319.wav,gunshot
158977.wav,gunshot
158978.wav,gunshot
228611.wav,gunshot
158979.wav,gunshot
337166.wav,gunshot
128293.wav,gunshot
128294.wav,gunshot
128296.wav,gunshot
128297.wav,gunshot
128298.wav,gunshot
128299.wav,gunshot
255272.wav,gunshot
128301.wav,gunshot
187702.wav,gunshot
404816.wav,gunshot
365905.wav,gunshot
257364.wav,gunshot
148828.wav,gunshot
148831.wav,gunshot
148832.wav,gunshot
148836.wav,gunshot
148837.wav,gunshot
148838.wav,gunshot
52593.wav,gunshot
187767.wav,gunshot
87457.wav,gunshot
161195.wav,gunshot
413105.wav,gunshot
413106.wav,gunshot
138679.wav,gunshot
413113.wav,gunshot
413117.wav,gunshot
413120.wav,gunshot
413122.wav,gunshot
220612.wav,gunshot
220613.wav,gunshot
132551.wav,gunshot
171475.wav,gunshot
259539.wav,gunshot
30185.wav,gunshot
198121.wav,gunshot
253438.wav,gunshot
390663.wav,gunshot
108043.wav,gunshot
108044.wav,gunshot
108045.wav,gunshot
108046.wav,gunshot
108047.wav,gunshot
165391.wav,gunshot
165393.wav,gunshot
165394.wav,gunshot
157206.wav,gunshot
157207.wav,gunshot
151065.wav,gunshot
151066.wav,gunshot
151069.wav,gunshot
26141.wav,gunshot
319008.wav,gunshot
319009.wav,gunshot
239137.wav,gunshot
151075.wav,gunshot
151072.wav,gunshot
319010.wav,gunshot
239138.wav,gunshot
136766.wav,gunshot
56900.wav,gunshot
427592.wav,gunshot
101961.wav,gunshot
101962.wav,gunshot
427598.wav,gunshot
165478.wav,gunshot
212594.wav,gunshot
267893.wav,gunshot
163455.wav,gunshot
163456.wav,gunshot
370304.wav,gunshot
163460.wav,gunshot
165540.wav,gunshot
118450.wav,gunshot
149177.wav,gunshot
161475.wav,gunshot
378563.wav,gunshot
431822.wav,gunshot
431825.wav,gunshot
431827.wav,gunshot
431828.wav,gunshot
431831.wav,gunshot
237273.wav,gunshot
431837.wav,gunshot
345844.wav,gunshot
139028.wav,gunshot
386842.wav,gunshot
386845.wav,gunshot
182051.wav,gunshot
253734.wav,gunshot
145206.wav,gunshot
137034.wav,gunshot
231245.wav,gunshot
231247.wav,gunshot
231248.wav,gunshot
257873.wav,gunshot
257874.wav,gunshot
257875.wav,gunshot
257876.wav,gunshot
245602.wav,gunshot
233318.wav,gunshot
233321.wav,gunshot
233322.wav,gunshot
233323.wav,gunshot
147317.wav,gunshot
266105.wav,gunshot
34708.wav,gunshot
417686.wav,gunshot
417688.wav,gunshot
417689.wav,gunshot
399266.wav,gunshot
165795.wav,gunshot
36815.wav,gunshot
128979.wav,gunshot
184275.wav,gunshot
128981.wav,gunshot
380886.wav,gunshot
159703.wav,gunshot
159704.wav,gunshot
159705.wav,gunshot
159706.wav,gunshot
159708.wav,gunshot
159710.wav,gunshot
67556.wav,gunshot
67557.wav,gunshot
362471.wav,gunshot
67560.wav,gunshot
67561.wav,gunshot
67562.wav,gunshot
67563.wav,gunshot
67564.wav,gunshot
67566.wav,gunshot
67567.wav,gunshot
67571.wav,gunshot
329716.wav,gunshot
67573.wav,gunshot
362486.wav,gunshot
67575.wav,gunshot
67574.wav,gunshot
67577.wav,gunshot
67578.wav,gunshot
67572.wav,gunshot
67580.wav,gunshot
67581.wav,gunshot
67582.wav,gunshot
67583.wav,gunshot
212600.wav,gunshot
212602.wav,gunshot
257963.wav,gunshot
180300.wav,human_distress
40964.wav,human_distress
402642.wav,human_distress
402643.wav,human_distress
402644.wav,human_distress
17643.wav,human_distress
223521.wav,human_distress
223527.wav,human_distress
253611.wav,human_distress
422724.wav,human_distress
368525.wav,human_distress
397299.wav,human_distress
184833.wav,human_distress
416732.wav,human_distress
349401.wav,human_distress
178849.wav,human_distress
187308.wav,human_distress
181347.wav,human_distress
368841.wav,human_distress
234034.wav,human_distress
234041.wav,human_distress
219766.wav,human_distress
67330.wav,human_distress
67333.wav,human_distress
67334.wav,human_distress
67335.wav,human_distress
67336.wav,human_distress
67337.wav,human_distress
67339.wav,human_distress
67340.wav,human_distress
67341.wav,human_distress
67345.wav,human_distress
33649.wav,human_distress
33651.wav,human_distress
33652.wav,human_distress
33654.wav,human_distress
33655.wav,human_distress
33656.wav,human_distress
33686.wav,human_distress
33687.wav,human_distress
33689.wav,human_distress
33694.wav,human_distress
60457.wav,human_distress
397317.wav,human_distress
341509.wav,human_distress
165898.wav,human_distress
41008.wav,human_distress
346814.wav,human_distress
17602.wav,human_distress
17603.wav,human_distress
68038.wav,human_distress
243406.wav,human_distress
68058.wav,human_distress
350438.wav,human_distress
350439.wav,human_distress
350446.wav,human_distress
350451.wav,human_distress
350452.wav,human_distress
361400.wav,human_distress
254477.wav,human_distress
180315.wav,human_distress
9429.wav,human_distress
326883.wav,human_distress
351629.wav,human_distress
351631.wav,human_distress
351634.wav,human_distress
207860.wav,human_distress
60446.wav,human_distress
99966.wav,human_distress
78490.wav,human_distress
139972.wav,human_distress
403057.wav,human_distress
180301.wav,human_distress
180302.wav,human_distress
316409.wav,human_distress
316411.wav,human_distress
256494.wav,human_distress
316416.wav,human_distress
223745.wav,human_distress
219653.wav,human_distress
353285.wav,human_distress
353286.wav,human_distress
353287.wav,human_distress
219657.wav,human_distress
219658.wav,human_distress
353288.wav,human_distress
219660.wav,human_distress
219661.wav,human_distress
219663.wav,human_distress
353291.wav,human_distress
219665.wav,human_distress
219666.wav,human_distress
173070.wav,human_distress
353295.wav,human_distress
353296.wav,human_distress
353294.wav,human_distress
166943.wav,human_distress
85538.wav,human_distress
68136.wav,human_distress
394282.wav,human_distress
85554.wav,human_distress
144435.wav,human_distress
184373.wav,human_distress
110139.wav,human_distress
110140.wav,human_distress
110141.wav,human_distress
110142.wav,human_distress
56899.wav,human_distress
30276.wav,human_distress
30277.wav,human_distress
56901.wav,human_distress
30279.wav,human_distress
180299.wav,human_distress
161360.wav,human_distress
180305.wav,human_distress
180307.wav,human_distress
180309.wav,human_distress
180310.wav,human_distress
50776.wav,human_distress
180313.wav,human_distress
27225.wav,human_distress
104028.wav,human_distress
104029.wav,human_distress
104030.wav,human_distress
104031.wav,human_distress
104032.wav,human_distress
104033.wav,human_distress
104035.wav,human_distress
351334.wav,human_distress
351335.wav,human_distress
104038.wav,human_distress
351337.wav,human_distress
351339.wav,human_distress
270446.wav,human_distress
179313.wav,human_distress
179315.wav,human_distress
180341.wav,human_distress
179317.wav,human_distress
135799.wav,human_distress
180344.wav,human_distress
179319.wav,human_distress
179321.wav,human_distress
180348.wav,human_distress
131709.wav,human_distress
180350.wav,human_distress
338049.wav,human_distress
220289.wav,human_distress
220291.wav,human_distress
220292.wav,human_distress
220293.wav,human_distress
132738.wav,human_distress
220295.wav,human_distress
270474.wav,human_distress
182924.wav,human_distress
220302.wav,human_distress
220814.wav,human_distress
63632.wav,human_distress
220815.wav,human_distress
220817.wav,human_distress
220818.wav,human_distress
63637.wav,human_distress
220822.wav,human_distress
220823.wav,human_distress
63641.wav,human_distress
336537.wav,human_distress
29849.wav,human_distress
91294.wav,human_distress
208034.wav,human_distress
33443.wav,human_distress
219815.wav,human_distress
250550.wav,human_distress
368824.wav,human_distress
391358.wav,human_distress
393918.wav,human_distress
391362.wav,human_distress
125130.wav,human_distress
125131.wav,human_distress
220365.wav,human_distress
220665.wav,human_distress
220368.wav,human_distress
219858.wav,human_distress
384213.wav,human_distress
402645.wav,human_distress
9432.wav,human_distress
9433.wav,human_distress
9434.wav,human_distress
166619.wav,human_distress
63708.wav,human_distress
219868.wav,human_distress
166621.wav,human_distress
219871.wav,human_distress
166623.wav,human_distress
9435.wav,human_distress
261853.wav,human_distress
178410.wav,human_distress
76522.wav,human_distress
432875.wav,human_distress
219883.wav,human_distress
219882.wav,human_distress
320247.wav,human_distress
67324.wav,human_distress
427774.wav,human_distress
273151.wav,human_distress
273153.wav,human_distress
166154.wav,human_distress
209164.wav,human_distress
166157.wav,human_distress
89362.wav,human_distress
168725.wav,human_distress
175385.wav,human_distress
59163.wav,human_distress
175389.wav,human_distress
239902.wav,human_distress
61219.wav,human_distress
399675.wav,human_distress
219453.wav,human_distress
241472.wav,human_distress
149825.wav,human_distress
222530.wav,human_distress
222534.wav,human_distress
222535.wav,human_distress
343879.wav,human_distress
168777.wav,human_distress
222537.wav,human_distress
21323.wav,human_distress
21324.wav,human_distress
253771.wav,human_distress
139086.wav,human_distress
139087.wav,human_distress
387409.wav,human_distress
222545.wav,human_distress
169810.wav,human_distress
252244.wav,human_distress
169811.wav,human_distress
343897.wav,human_distress
42849.wav,human_distress
76644.wav,human_distress
381801.wav,human_distress
381802.wav,human_distress
381803.wav,human_distress
345450.wav,human_distress
381805.wav,human_distress
241515.wav,human_distress
343915.wav,human_distress
343918.wav,human_distress
222583.wav,human_distress
222584.wav,human_distress
222586.wav,human_distress
343930.wav,human_distress
222589.wav,human_distress
124800.wav,human_distress
134021.wav,human_distress
66949.wav,human_distress
124805.wav,human_distress
351627.wav,human_distress
351628.wav,human_distress
351630.wav,human_distress
343948.wav,human_distress
187793.wav,human_distress
163728.wav,human_distress
163729.wav,human_distress
343954.wav,human_distress
323080.wav,human_distress
149919.wav,human_distress
343974.wav,human_distress
323083.wav,human_distress
58794.wav,human_distress
64940.wav,human_distress
58797.wav,human_distress
323084.wav,human_distress
321971.wav,human_distress
315828.wav,human_distress
58803.wav,human_distress
241591.wav,human_distress
241592.wav,human_distress
315833.wav,human_distress
178105.wav,human_distress
344000.wav,human_distress
381893.wav,human_distress
381894.wav,human_distress
381895.wav,human_distress
220617.wav,human_distress
220619.wav,human_distress
144337.wav,human_distress
144338.wav,human_distress
395736.wav,human_distress
344028.wav,human_distress
344029.wav,human_distress
221150.wav,human_distress
221151.wav,human_distress
221152.wav,human_distress
221153.wav,human_distress
344037.wav,human_distress
9704.wav,human_distress
220649.wav,human_distress
34281.wav,human_distress
9706.wav,human_distress
34283.wav,human_distress
239592.wav,human_distress
316398.wav,human_distress
220655.wav,human_distress
220657.wav,human_distress
220658.wav,human_distress
220660.wav,human_distress
220663.wav,human_distress
344056.wav,human_distress
208893.wav,human_distress
396799.wav,human_distress
145801.wav,human_distress
169628.wav,human_distress
350605.wav,human_distress
316640.wav,human_distress
253587.wav,human_distress
101313.wav,human_distress
108049.wav,human_distress
421872.wav,human_distress
249791.wav,human_distress
253603.wav,human_distress
235191.wav,human_distress
221958.wav,human_distress
101309.wav,human_distress
101310.wav,human_distress
101311.wav,human_distress
101312.wav,human_distress
101314.wav,human_distress
101315.wav,human_distress
101318.wav,human_distress
63342.wav,human_distress
40966.wav,human_distress
431628.wav,human_distress
195089.wav,human_distress
127004.wav,human_distress
100896.wav,human_distress
382016.wav,human_distress
379969.wav,human_distress
188488.wav,human_distress
188489.wav,human_distress
188490.wav,human_distress
161358.wav,human_distress
161369.wav,human_distress
161370.wav,human_distress
161371.wav,human_distress
39517.wav,human_distress
39518.wav,human_distress
39519.wav,human_distress
39520.wav,human_distress
39521.wav,human_distress
39523.wav,human_distress
259681.wav,human_distress
256635.wav,human_distress
179332.wav,human_distress
192133.wav,human_distress
334468.wav,human_distress
112270.wav,human_distress
368276.wav,human_distress
264351.wav,human_distress
362666.wav,human_distress
267451.wav,human_distress
267984.wav,human_distress
47829.wav,human_distress
165596.wav,human_distress
261854.wav,human_distress
316645.wav,human_distress
316648.wav,human_distress
326889.wav,human_distress
168688.wav,human_distress
350448.wav,human_distress
19188.wav,human_distress
387829.wav,human_distress
194813.wav,human_distress
67332.wav,human_distress
77061.wav,human_distress
223526.wav,human_distress
258342.wav,human_distress
210731.wav,human_distress
267569.wav,human_distress
167227.wav,human_distress
241471.wav,human_distress
343872.wav,human_distress
343877.wav,human_distress
343887.wav,human_distress
343891.wav,human_distress
364897.wav,human_distress
245604.wav,human_distress
278895.wav,human_distress
33653.wav,human_distress
254334.wav,human_distress
254336.wav,human_distress
254337.wav,human_distress
326539.wav,human_distress
343952.wav,human_distress
343955.wav,human_distress
343957.wav,human_distress
343960.wav,human_distress
33691.wav,human_distress
343965.wav,human_distress
343966.wav,human_distress
343967.wav,human_distress
343985.wav,human_distress
266716.wav,human_distress
187359.wav,human_distress
344047.wav,human_distress
344051.wav,human_distress
344057.wav,human_distress
140342.wav,human_distress
140344.wav,human_distress
323079.wav,human_distress
323081.wav,human_distress
323082.wav,human_distress
246304.wav,human_distress
395810.wav,human_distress
134696.wav,human_distress
161340.wav,human_distress
334915.wav,human_distress
60521.wav,human_distress
215674.wav,human_distress
362123.wav,human_distress
18593.wav,human_distress
362665.wav,human_distress
161967.wav,human_distress
16086.wav,human_distress
36052.wav,human_distress
50924.wav,human_distress
432884.wav,human_distress
63754.wav,human_distress
69390.wav,human_distress
195414.wav,human_distress
157018.wav,human_distress
394608.wav,human_distress
76662.wav,human_distress
187294.wav,human_distress
191944.wav,human_distress
216534.wav,human_distress
400356.wav,human_distress
160743.wav,human_distress
421873.wav,human_distress
421874.wav,human_distress
419320.wav,human_distress
249807.wav,human_distress
63276.wav,human_distress
64760.wav,normal
16399.wav,normal
16401.wav,normal
16402.wav,normal
16404.wav,normal
345111.wav,normal
64761.wav,normal
268259.wav,normal
64762.wav,normal
160826.wav,normal
40515.wav,normal
40516.wav,normal
40517.wav,normal
420945.wav,normal
420946.wav,normal
420947.wav,normal
86100.wav,normal
64741.wav,normal
40523.wav,normal
64743.wav,normal
64744.wav,normal
40525.wav,normal
51319.wav,normal
64746.wav,normal
5318.wav,normal
4258.wav,normal
4259.wav,normal
4260.wav,normal
4261.wav,normal
4262.wav,normal
4263.wav,normal
4264.wav,normal
4265.wav,normal
4266.wav,normal
4267.wav,normal
4268.wav,normal
4269.wav,normal
4270.wav,normal
4272.wav,normal
64757.wav,normal
4276.wav,normal
4277.wav,normal
4278.wav,normal
4279.wav,normal
4280.wav,normal
4281.wav,normal
4283.wav,normal
4284.wav,normal
4285.wav,normal
4286.wav,normal
4287.wav,normal
4288.wav,normal
4289.wav,normal
5314.wav,normal
4290.wav,normal
4291.wav,normal
5310.wav,normal
64703.wav,normal
5312.wav,normal
64704.wav,normal
64706.wav,normal
64707.wav,normal
64708.wav,normal
5315.wav,normal
5317.wav,normal
64711.wav,normal
64712.wav,normal
64714.wav,normal
64715.wav,normal
64717.wav,normal
64718.wav,normal
64720.wav,normal
64721.wav,normal
64722.wav,normal
64723.wav,normal
64724.wav,normal
64725.wav,normal
64726.wav,normal
64727.wav,normal
64728.wav,normal
64729.wav,normal
64730.wav,normal
64731.wav,normal
64732.wav,normal
64733.wav,normal
64734.wav,normal
64736.wav,normal
64737.wav,normal
64738.wav,normal
5350.wav,normal
5351.wav,normal
193768.wav,normal
64739.wav,normal
64740.wav,normal
64747.wav,normal
266476.wav,normal
5357.wav,normal
64750.wav,normal
64742.wav,normal
5360.wav,normal
64753.wav,normal
64745.wav,normal
64755.wav,normal
5355.wav,normal
64748.wav,normal
64749.wav,normal
64751.wav,normal
64752.wav,normal
64754.wav,normal
5370.wav,normal
5364.wav,normal
64764.wav,normal
5365.wav,normal
64758.wav,normal
64767.wav,normal
64768.wav,normal
64769.wav,normal
5369.wav,normal
64763.wav,normal
64766.wav,normal
5376.wav,normal
64765.wav,normal
64775.wav,normal
64770.wav,normal
5379.wav,normal
64771.wav,normal
64772.wav,normal
64774.wav,normal
64773.wav,normal
64776.wav,normal
64777.wav,normal
232713.wav,normal
64779.wav,normal
232715.wav,normal
64781.wav,normal
232717.wav,normal
232720.wav,normal
64787.wav,normal
64788.wav,normal
64789.wav,normal
64790.wav,normal
64791.wav,normal
64778.wav,normal
232723.wav,normal
64794.wav,normal
64792.wav,normal
378143.wav,normal
378144.wav,normal
64780.wav,normal
5354.wav,normal
5356.wav,normal
97616.wav,normal
201043.wav,normal
5359.wav,normal
97622.wav,normal
97623.wav,normal
97624.wav,normal
97625.wav,normal
97626.wav,normal
97627.wav,normal
97629.wav,normal
97630.wav,normal
97631.wav,normal
97632.wav,normal
97633.wav,normal
97634.wav,normal
97635.wav,normal
97636.wav,normal
97637.wav,normal
97638.wav,normal
97639.wav,normal
97641.wav,normal
97642.wav,normal
97643.wav,normal
97644.wav,normal
97645.wav,normal
97646.wav,normal
